DateTime,Date,demand
2018-01-13 14:00:00,20180113T14Z,8910.612480377818
2018-01-13 15:00:00,20180113T15Z,8983.581769149236
2018-01-13 16:00:00,20180113T16Z,8812.04298766989
2018-01-13 17:00:00,20180113T17Z,8474.189956126816
2018-01-13 18:00:00,20180113T18Z,8043.8627185273635
2018-01-13 19:00:00,20180113T19Z,7597.1652824923185
2018-01-13 20:00:00,20180113T20Z,7173.2816336387905
2018-01-13 21:00:00,20180113T21Z,6846.225967021319
2018-01-13 22:00:00,20180113T22Z,6646.126413803281
2018-01-13 23:00:00,20180113T23Z,6633.587538405806
2018-01-14 00:00:00,20180114T00Z,6962.907168636711
2018-01-14 01:00:00,20180114T01Z,7541.959400533991
2018-01-14 02:00:00,20180114T02Z,7770.968027585096
2018-01-14 03:00:00,20180114T03Z,7893.744515852039
2018-01-14 04:00:00,20180114T04Z,7928.226423195095
2018-01-14 05:00:00,20180114T05Z,7824.780701165926
2018-01-14 06:00:00,20180114T06Z,7693.993264728375
2018-01-14 07:00:00,20180114T07Z,7575.744703688299
2018-01-14 08:00:00,20180114T08Z,7522.802785343404
2018-01-14 09:00:00,20180114T09Z,7544.223364147424
2018-01-14 10:00:00,20180114T10Z,7605.0020796157405
2018-01-14 11:00:00,20180114T11Z,7727.778567882682
2018-01-14 12:00:00,20180114T12Z,7940.591147545382
2018-01-14 13:00:00,20180114T13Z,8236.125474621978
2018-01-14 14:00:00,20180114T14Z,8484.98732105242
2018-01-14 15:00:00,20180114T15Z,8501.879972629573
2018-01-14 16:00:00,20180114T16Z,8202.340171467671
2018-01-14 17:00:00,20180114T17Z,7755.642735432627
2018-01-14 18:00:00,20180114T18Z,7304.243221123529
2018-01-14 19:00:00,20180114T19Z,6922.852427783666
2018-01-14 20:00:00,20180114T20Z,6590.57222975058
2018-01-14 21:00:00,20180114T21Z,6337.879060282023
2018-01-14 22:00:00,20180114T22Z,6194.552748446997
2018-01-14 23:00:00,20180114T23Z,6195.771805777306
2018-01-15 00:00:00,20180115T00Z,6493.0476433257745
2018-01-15 01:00:00,20180115T01Z,7014.804180698482
2018-01-15 02:00:00,20180115T02Z,7185.298055894704
2018-01-15 03:00:00,20180115T03Z,7275.508298337649
2018-01-15 04:00:00,20180115T04Z,7223.785437323065
2018-01-15 05:00:00,20180115T05Z,7022.989279916278
2018-01-15 06:00:00,20180115T06Z,6787.014610977687
2018-01-15 07:00:00,20180115T07Z,6641.94678867079
2018-01-15 08:00:00,20180115T08Z,6600.847141534622
2018-01-15 09:00:00,20180115T09Z,6610.425449129915
2018-01-15 10:00:00,20180115T10Z,6713.871171159083
2018-01-15 11:00:00,20180115T11Z,6932.430735378959
2018-01-15 12:00:00,20180115T12Z,7338.725128466585
2018-01-15 13:00:00,20180115T13Z,7844.633920545261
2018-01-15 14:00:00,20180115T14Z,8111.95577797754
2018-01-15 15:00:00,20180115T15Z,7987.263628191539
2018-01-15 16:00:00,20180115T16Z,7673.791743254666
2018-01-15 17:00:00,20180115T17Z,7353.876269571867
2018-01-15 18:00:00,20180115T18Z,7063.044020769324
2018-01-15 19:00:00,20180115T19Z,6784.40234526988
2018-01-15 20:00:00,20180115T20Z,6628.8854601317535
2018-01-15 21:00:00,20180115T21Z,6550.343337850348
2018-01-15 22:00:00,20180115T22Z,6561.663155917513
2018-01-15 23:00:00,20180115T23Z,6745.740812794333
2018-01-16 00:00:00,20180116T00Z,7144.3725598057235
2018-01-16 01:00:00,20180116T01Z,7565.121489809882
2018-01-16 02:00:00,20180116T02Z,7702.004212898984
2018-01-16 03:00:00,20180116T03Z,7734.222156628607
2018-01-16 04:00:00,20180116T04Z,7657.59569586626
2018-01-16 05:00:00,20180116T05Z,7473.866341083815
2018-01-16 06:00:00,20180116T06Z,7292.226798867616
2018-01-16 07:00:00,20180116T07Z,7239.110729475534
2018-01-16 08:00:00,20180116T08Z,7319.220211181624
